[DEBUG] 2019-10-16 03:18:38.341 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-16 03:18:38.354 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-16 03:18:38.371 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-16 03:18:38.610 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-16 03:18:38.628 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-16 03:18:39.201 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-16 03:18:39.203 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-16 03:18:39.221 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-16 03:18:39.960 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-16 03:18:39.994 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-16 03:18:39.997 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-10-16 03:18:40.029 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-10-16 03:18:40.095 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@7c2327fa
[DEBUG] 2019-10-16 03:18:40.098 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@7c2327fa
[DEBUG] 2019-10-16 03:18:40.098 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@7c2327fa
[DEBUG] 2019-10-16 03:18:40.098 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@58065f0c
[DEBUG] 2019-10-16 03:18:40.100 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@726a6b94
[DEBUG] 2019-10-16 03:18:40.100 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1ee29c84
[DEBUG] 2019-10-16 03:18:40.101 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@d02f8d
[DEBUG] 2019-10-16 03:18:40.101 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@d02f8d
[DEBUG] 2019-10-16 03:18:40.103 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@d02f8d
[DEBUG] 2019-10-16 03:18:40.104 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4463d9d3
[DEBUG] 2019-10-16 03:18:40.106 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4463d9d3
[DEBUG] 2019-10-16 03:18:40.106 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4463d9d3
[DEBUG] 2019-10-16 03:18:40.107 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@4565a70a
