[DEBUG] 2019-10-16 03:37:13.472 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-16 03:37:13.498 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-16 03:37:13.520 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-16 03:37:13.738 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-16 03:37:13.749 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-16 03:37:14.303 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-16 03:37:14.307 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-16 03:37:14.323 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-16 03:37:15.215 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-16 03:37:15.275 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-16 03:37:15.279 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-10-16 03:37:15.339 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-10-16 03:37:15.429 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3d7fa3ae
[DEBUG] 2019-10-16 03:37:15.431 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3d7fa3ae
[DEBUG] 2019-10-16 03:37:15.431 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3d7fa3ae
[DEBUG] 2019-10-16 03:37:15.431 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@187eb9a8
[DEBUG] 2019-10-16 03:37:15.432 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@3ff57625
[DEBUG] 2019-10-16 03:37:15.432 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@63429932
[DEBUG] 2019-10-16 03:37:15.436 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@732bb66d
[DEBUG] 2019-10-16 03:37:15.436 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@732bb66d
[DEBUG] 2019-10-16 03:37:15.437 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@732bb66d
[DEBUG] 2019-10-16 03:37:15.437 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@1517f633
[DEBUG] 2019-10-16 03:37:15.440 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@1517f633
[DEBUG] 2019-10-16 03:37:15.440 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@1517f633
[DEBUG] 2019-10-16 03:37:15.441 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@312afbc7
[DEBUG] 2019-10-16 03:37:15.441 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@312afbc7
[DEBUG] 2019-10-16 03:37:15.442 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@312afbc7
[DEBUG] 2019-10-16 03:37:15.442 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@2d7e1102
[DEBUG] 2019-10-16 03:37:15.442 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@2d7e1102
[DEBUG] 2019-10-16 03:37:15.442 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@2d7e1102
[DEBUG] 2019-10-16 03:37:15.443 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6a74d228
[DEBUG] 2019-10-16 03:37:15.446 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6a74d228
[DEBUG] 2019-10-16 03:37:15.446 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@6a74d228
[DEBUG] 2019-10-16 03:37:15.447 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6ac97b84
[DEBUG] 2019-10-16 03:37:15.447 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6ac97b84
[DEBUG] 2019-10-16 03:37:15.447 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@6ac97b84
[DEBUG] 2019-10-16 03:37:15.448 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@38499e48
[DEBUG] 2019-10-16 03:37:15.448 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@38499e48
[DEBUG] 2019-10-16 03:37:15.450 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@38499e48
[DEBUG] 2019-10-16 03:37:15.451 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@42f22995
[DEBUG] 2019-10-16 03:37:15.452 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@42f22995
[DEBUG] 2019-10-16 03:37:15.452 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@29182679
[DEBUG] 2019-10-16 03:37:15.453 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@29182679
[DEBUG] 2019-10-16 03:37:15.453 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@682c1e93
[DEBUG] 2019-10-16 03:37:15.453 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@682c1e93
[DEBUG] 2019-10-16 03:37:15.456 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@5b78fdb1
[DEBUG] 2019-10-16 03:37:15.456 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1b9c1b51
[DEBUG] 2019-10-16 03:37:15.459 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@60921b21
[DEBUG] 2019-10-16 03:37:15.459 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@60921b21
[DEBUG] 2019-10-16 03:37:15.460 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6e6fce47
[DEBUG] 2019-10-16 03:37:15.460 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6e6fce47
[DEBUG] 2019-10-16 03:37:15.464 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@baf1bb3
[DEBUG] 2019-10-16 03:37:15.464 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@baf1bb3
[DEBUG] 2019-10-16 03:37:15.465 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@ddf20fd
[DEBUG] 2019-10-16 03:37:15.466 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@ddf20fd
[DEBUG] 2019-10-16 03:37:15.467 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@40021799
[DEBUG] 2019-10-16 03:37:15.467 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@40021799
[DEBUG] 2019-10-16 03:37:15.468 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@264c5d07
[DEBUG] 2019-10-16 03:37:15.468 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@264c5d07
[DEBUG] 2019-10-16 03:37:15.469 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5e742e4
[DEBUG] 2019-10-16 03:37:15.469 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5e742e4
[DEBUG] 2019-10-16 03:37:15.470 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1dab9dd6
[DEBUG] 2019-10-16 03:37:15.470 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1dab9dd6
[DEBUG] 2019-10-16 03:37:15.472 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@2f879bab
[DEBUG] 2019-10-16 03:37:15.472 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@2f879bab
[DEBUG] 2019-10-16 03:37:15.474 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@47b2e9e1
[DEBUG] 2019-10-16 03:37:15.474 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@47b2e9e1
[DEBUG] 2019-10-16 03:37:15.474 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@f9b5552
[DEBUG] 2019-10-16 03:37:15.475 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@f9b5552
[DEBUG] 2019-10-16 03:37:15.476 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@52a36910
[DEBUG] 2019-10-16 03:37:15.476 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@52a36910
[DEBUG] 2019-10-16 03:37:15.477 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@52a36910
[DEBUG] 2019-10-16 03:37:15.478 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@1d782abe
[DEBUG] 2019-10-16 03:37:15.479 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@4aac85fa
[DEBUG] 2019-10-16 03:37:15.479 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@4aac85fa
[DEBUG] 2019-10-16 03:37:15.479 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@4aac85fa
[DEBUG] 2019-10-16 03:37:15.480 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@6edc4161
[DEBUG] 2019-10-16 03:37:15.481 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@f973499
[DEBUG] 2019-10-16 03:37:15.486 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@f973499
[DEBUG] 2019-10-16 03:37:15.488 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@703feacd
[DEBUG] 2019-10-16 03:37:15.488 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@703feacd
[DEBUG] 2019-10-16 03:37:15.489 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@102d92c4
[DEBUG] 2019-10-16 03:37:15.490 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@102d92c4
[DEBUG] 2019-10-16 03:37:15.491 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@abbc908
[DEBUG] 2019-10-16 03:37:15.491 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@abbc908
[DEBUG] 2019-10-16 03:37:15.492 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@5f84abe8
[DEBUG] 2019-10-16 03:37:15.492 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@5f84abe8
[DEBUG] 2019-10-16 03:37:15.492 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@10ec523c
[DEBUG] 2019-10-16 03:37:15.493 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@62ddd21b
[DEBUG] 2019-10-16 03:37:15.493 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@62ddd21b
[DEBUG] 2019-10-16 03:37:15.493 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@62ddd21b
[DEBUG] 2019-10-16 03:37:15.494 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@35f8a9d3
[DEBUG] 2019-10-16 03:37:15.495 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@35f8a9d3
[DEBUG] 2019-10-16 03:37:15.495 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@35f8a9d3
[DEBUG] 2019-10-16 03:37:15.496 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@5e840abf
[DEBUG] 2019-10-16 03:37:15.496 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@31e32ea2
[DEBUG] 2019-10-16 03:37:15.497 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@6075b2d3
[DEBUG] 2019-10-16 03:37:15.497 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@6075b2d3
[DEBUG] 2019-10-16 03:37:15.497 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@6075b2d3
[DEBUG] 2019-10-16 03:37:15.498 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@5560bcdf
[DEBUG] 2019-10-16 03:37:15.499 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@5560bcdf
[DEBUG] 2019-10-16 03:37:15.499 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@5560bcdf
[DEBUG] 2019-10-16 03:37:15.500 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@27aae97b
[DEBUG] 2019-10-16 03:37:15.500 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@3bcd426c
[DEBUG] 2019-10-16 03:37:15.501 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@6ff37443
[DEBUG] 2019-10-16 03:37:15.501 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@6ff37443
[DEBUG] 2019-10-16 03:37:15.501 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@76b224cd
[DEBUG] 2019-10-16 03:37:15.502 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@2eb79cbe
